Machine,Workflow,TaskName,Estimator,Feature,SizeInput,Predicted,Real,Deviation
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,6639.323947906494,1840.4967781852365,2563.0,0.28189747242089874
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,405.5044136047363,159.18239457715077,262.0,0.39243360848415737
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,5102.182312011719,1425.916547260694,1934.0,0.2627111958321127
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,2545.566870689392,736.3755216988704,1850.0,0.60195917746007
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,203.0108642578125,104.56815442607287,116.0,0.0985503928786822
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,1474.3470220565796,447.4583771452852,614.0,0.27124042810214133
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,6639.323947906494,1840.4967781852365,2836.0,0.3510237030376458
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,405.5044136047363,159.18239457715077,259.0,0.3853961599337808
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,5102.182312011719,1425.916547260694,2056.0,0.3064608233167831
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,203.0108642578125,104.56815442607287,239.0,0.5624763413135027
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,812.8875761032104,269.05711375686695,342.0,0.21328329310857616
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,2545.566870689392,736.3755216988704,1426.0,0.4836076285421666
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,5613.892818450928,1563.9292423644808,2225.0,0.29711045286989624
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,405.5044136047363,159.18239457715077,240.0,0.33674002259520514
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,812.8875761032104,269.05711375686695,423.0,0.3639311731516148
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,4590.344056129456,1287.869397040758,1171.0,0.09980307176836724
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,812.8875761032104,269.05711375686695,465.0,0.42138255106050115
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,203.0108642578125,104.56815442607287,123.0,0.149852403040058
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,2545.566870689392,736.3755216988704,1445.0,0.49039756283815195
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,609.9719657897949,214.3290401574806,283.0,0.24265356834812513
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,405.5044136047363,159.18239457715077,264.0,0.3970363841774592
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,1729.362572669983,516.2382497307491,742.0,0.3042611189612546
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,1729.362572669983,516.2382497307491,1008.0,0.48785887923536797
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,3565.6447715759277,1011.4992460421962,1920.0,0.47317747601968946
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,3055.7511615753174,873.9765834295541,1202.0,0.2728980171135157
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,203.0108642578125,104.56815442607287,145.0,0.27884031430294576
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,3055.7511615753174,873.9765834295541,1738.0,0.49713660332016446
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,3565.6447715759277,1011.4992460421962,1303.0,0.22371508362072431
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,3055.7511615753174,873.9765834295541,1890.0,0.5375785272859502
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,5102.182312011719,1425.916547260694,2535.0,0.43750826538039683
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,1729.362572669983,516.2382497307491,965.0,0.4650380831805709
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,609.9719657897949,214.3290401574806,358.0,0.4013155302863671
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,5102.182312011719,1425.916547260694,2669.0,0.4657487646082076
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,6639.323947906494,1840.4967781852365,3292.0,0.4409183541357119
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,Lotaru-A,Realtime,812.8875761032104,269.05711375686695,461.0,0.41636200920419314
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,609.9719657897949,366.0,386.0,0.05181347150259067
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,5102.182312011719,2571.3352773291194,2715.0,0.05291518330419174
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,4590.344056129456,2313.3853094225924,2574.0,0.10124890853823139
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,203.0108642578125,177.72644241000108,139.0,0.27860749935252577
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,1729.362572669983,910.0000000000001,804.0,0.13184079601990065
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,1474.3470220565796,775.8094290199016,820.0,0.053890940219632213
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,5102.182312011719,2571.3352773291194,2448.0,0.05038205773248343
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,812.8875761032104,487.75496176869154,411.0,0.18675173179730303
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,5613.892818450928,2829.2208636378323,2733.0,0.03520704853195473
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,203.0108642578125,177.72644241000108,124.0,0.4332777613709765
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,6639.323947906494,3346.005070159241,3076.0,0.08777798119611212
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,609.9719657897949,366.0,375.0,0.024
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,6639.323947906494,3346.005070159241,2563.0,0.30550334379993793
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,405.5044136047363,355.0,262.0,0.3549618320610687
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,5102.182312011719,2571.3352773291194,1934.0,0.32954254256934823
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,2545.566870689392,1282.8835770909811,1850.0,0.30654941778865885
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,203.0108642578125,177.72644241000108,116.0,0.5321245035344921
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,1474.3470220565796,775.8094290199016,614.0,0.2635332720193837
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,6639.323947906494,3346.005070159241,2836.0,0.1798325353170807
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,405.5044136047363,355.0,259.0,0.37065637065637064
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,5102.182312011719,2571.3352773291194,2056.0,0.25064945395385185
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,203.0108642578125,177.72644241000108,239.0,0.2563747179497863
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,812.8875761032104,487.75496176869154,342.0,0.42618409873886415
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,2545.566870689392,1282.8835770909811,1426.0,0.10036214790253778
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,5613.892818450928,2829.2208636378323,2225.0,0.2715599387136325
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,405.5044136047363,355.0,240.0,0.4791666666666667
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,812.8875761032104,487.75496176869154,423.0,0.15308501600163485
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,4590.344056129456,2313.3853094225924,1171.0,0.9755638850748014
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,812.8875761032104,487.75496176869154,465.0,0.04893540165310009
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,203.0108642578125,177.72644241000108,123.0,0.4449304260975698
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,2545.566870689392,1282.8835770909811,1445.0,0.1121912961308089
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,609.9719657897949,366.0,283.0,0.29328621908127206
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,405.5044136047363,355.0,264.0,0.3446969696969697
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,1729.362572669983,910.0000000000001,742.0,0.22641509433962279
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,1729.362572669983,910.0000000000001,1008.0,0.09722222222222211
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,3565.6447715759277,1796.9699291208422,1920.0,0.06407816191622805
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,3055.7511615753174,1540.0,1202.0,0.281198003327787
"CPU:Intel(R) Xeon(R) Gold 6240R,Memory:192002MiB,Cores:96",dnaseq-0,burrows-wheeler-aligner,OnlineP,Realtime,203.0108642578125,177.72644241000108,145.0,0.2256996028275937
