Machine,Workflow,TaskName,Estimator,Feature,SizeInput,Predicted,Real,Deviation
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-G,Realtime,2343.807553291321,308.51932223004155,414.0,0.25478424582115566
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-G,Realtime,198.34341430664062,87.04829554684778,58.0,0.5008326818422032
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-G,Realtime,1299.3983907699585,200.7075134480014,230.0,0.12735863718260257
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-G,Realtime,1299.3983907699585,200.7075134480014,231.0,0.13113630541990734
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-G,Realtime,99.30306816101074,76.82460233969314,53.0,0.4495207988621348
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-G,Realtime,1299.3983907699585,200.7075134480014,219.0,0.08352733585387485
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-G,Realtime,298.1696586608887,97.35311510795466,78.0,0.24811686035839314
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-G,Realtime,846.3378324508667,153.93917778704042,138.0,0.11550128831188711
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-G,Realtime,415.2684383392334,109.44093633389468,73.0,0.4991909086834888
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-G,Realtime,846.3378324508667,153.93917778704042,132.0,0.1662058923260638
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-G,Realtime,3247.4302740097046,401.7980902389392,581.0,0.30843702196396006
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-G,Realtime,397.61913776397705,107.61904211174648,101.0,0.0655350704133315
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-G,Realtime,198.34341430664062,87.04829554684778,70.0,0.2435470792406826
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-G,Realtime,311.80230712890625,98.76038013642155,171.0,0.4224539173308682
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-G,Realtime,721.4454488754272,141.04684185247024,106.0,0.33063058351387015
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-A,Realtime,883.0247402191162,195.15870734802482,115.0,0.6970322378089114
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-A,Realtime,198.34341430664062,107.70705477691918,68.0,0.5839272761311644
"CPU:Intel(R) Xeon(R) Gold 6126,Memory:191889MiB,Cores:48",dnaseq-0,fastqc,Lotaru-A,Realtime,99.30306816101074,95.05702093802803,52.0,0.828019633423616
